Plate40111_WellB02_Raw,Plate40111_WellC02_Raw,Plate40115_WellB02_Raw,Plate40111_WellB02_Normalized,Plate40111_WellC02_Normalized,Plate40115_WellB02_Normalized,Plate40111_WellB02_FeatureSelected,Plate40111_WellC02_FeatureSelected,Plate40115_WellB02_FeatureSelected
2458.111037,2545.503523,4134.023102,-2.045636816,-1.925146826,0.264980904,1.334477094,0.336024028,-0.803723493
628.2081117,640.698911,616.750275,-0.566011433,-0.158470889,-0.939849239,0.082509486,-0.403382396,-0.335968454
510.7287234,519.648943,501.3872387,0.092107358,0.461210702,-0.294427212,-1.713769855,-0.213652941,0.939446248
1.319108431,1.269996439,1.213934443,1.334477094,0.336024028,-0.803723493,-0.054643068,0.934383996,0.679205514
0.717322516,0.710721204,0.711637088,0.082509486,-0.403382396,-0.335968454,0.073836644,0.0320417,-0.327298133
0.996675532,0.99871877,1,-0.175349659,0.34696738,0.674490759,-2.376217449,-1.666168433,0.749453093
0.55734033,0.582141737,0.593134639,-0.757143473,0.301092768,0.770142232,0.480706037,1.508928332,0.697933276
0.440877398,0.514243824,0.570638605,-1.713769855,-0.213652941,0.939446248,0.256875048,-0.304174876,-0.905581489
73.53567064,72.5532161,91.12174242,-1.694468053,-1.799910362,0.192963815,-0.029242791,0.430945323,-0.149516638
78.70146104,77.0668069,98.43237028,-1.724776649,-1.880836058,0.158920923,0.689651275,0.659695965,-0.364845101
19.50001237,20.49844968,27.21691198,-2.577426707,-2.181617231,0.481775873,-0.780228058,-1.019055414,0.314949092
6.854021933,7.36969762,9.92005449,-2.599617879,-2.070205772,0.548086765,-0.988103351,-0.52955995,-1.191317169
5.949102689,6.47459178,8.829325851,-2.668677376,-2.074215526,0.589587767,0.638167599,-0.04371954,-0.971768347
50.11114609,49.58293284,63.02546435,-1.92783798,-2.016848684,0.248390229,-0.313554732,-0.295568437,-0.767977372
47.05946607,47.31248602,60.36867799,-2.1173292,-2.07072869,0.333924372,0.788867633,0.633441576,0.850448986
-1.088579715,-0.343774868,-3.033471256,-0.400221306,-0.084330117,-1.225100605,-0.276582665,-0.311304474,-0.523210202
297.8939136,262.4101499,301.3608229,-0.147989381,-1.159834487,-0.049127963,0.690546789,-0.227609231,-1.539938794
0.818064181,0.854669236,0.887184689,-1.056285311,-0.077558721,0.791822262,0.201675641,-0.225766208,-0.682516318
0.504901851,0.529484824,0.52314218,-0.054643068,0.934383996,0.679205514,-0.081254075,0.286572703,0.638995053
0.060475585,0.060396122,0.059712921,0.073836644,0.0320417,-0.327298133,-0.74390878,-1.261534322,-0.595769698
0.15488084,0.159382754,0.174698483,-2.376217449,-1.666168433,0.749453093,0.392260362,0.468377958,-1.645112743
0.054276034,0.056811877,0.054811769,0.480706037,1.508928332,0.697933276,-0.47936463,-0.938841641,-1.063560807
0.031581126,0.030294587,0.028915507,0.256875048,-0.304174876,-0.905581489,1.108016011,0.394904015,0.709544452
0.021292745,0.021731761,0.021178005,-0.029242791,0.430945323,-0.149516638,-0.206319239,0.183475367,-0.078527836
0.021855675,0.021823435,0.020720736,0.689651275,0.659695965,-0.364845101,-1.232752203,-1.568461631,-0.450903548
0.028739327,0.028492072,0.029873149,-0.780228058,-1.019055414,0.314949092,3.244517287,2.698889902,0.725403668
0.019875112,0.020893535,0.02122793,-0.740472116,0.772362664,1.269096814,1.24421145,0.99972212,-0.046025664
0.014854178,0.015040472,0.014771617,-0.988103351,-0.52955995,-1.191317169,0.301741834,0.476612623,0.651140697
0.016173967,0.015842463,0.015391287,0.638167599,-0.04371954,-0.971768347,2.325467288,2.503644166,0.762230373
0.010358759,0.01065432,0.01069218,-0.523721317,0.195378884,0.287491171,-0.591802003,-0.962044063,1.080391505
0.011456573,0.011464156,0.011264977,-0.313554732,-0.295568437,-0.767977372,-0.887941835,-1.060363278,1.187320557
0.012113453,0.012061187,0.012134162,0.788867633,0.633441576,0.850448986,0.507783366,1.089050021,0.097054421
0.013141817,0.013008713,0.013694964,-0.681637368,-0.889193964,0.180920282,0.490526872,1.316571574,-0.074522143
0.01026759,0.010357156,0.010974955,-1.914095514,-1.653814307,0.14150906,-1.312848121,-1.356112624,0.116194546
0.009361002,0.009353219,0.009305724,-0.276582665,-0.311304474,-0.523210202,-0.156667722,-0.304472574,-0.419437886
0.009111725,0.008884833,0.008560534,0.690546789,-0.227609231,-1.539938794,0.370165994,0.909855033,-1.011370939
0.009030924,0.008865841,0.008689439,0.201675641,-0.225766208,-0.682516318,0.869897179,0.991835217,-1.330059627
0.006097386,0.006164672,0.006319299,-1.075330954,-0.770067613,-0.068552803,0.345312615,0.822010314,-0.269810262
0.006797302,0.006884009,0.006967084,-0.081254075,0.286572703,0.638995053,-0.852601068,-1.574434234,0.334687742
0.007910613,0.007785422,0.007434671,2.141299177,1.42643625,-0.57641954,-0.251987699,-1.163741187,0.181504241
0.007570038,0.007473233,0.007216716,1.53904029,1.064690602,-0.192269244,1.133612653,1.382781568,0.081474708
0.007560258,0.007329397,0.007626328,-0.74390878,-1.261534322,-0.595769698,1.694504905,1.926694728,-0.031413602
0.006497849,0.006542952,0.006961957,-1.838188327,-1.616551641,0.442474406,0.721800405,1.471030912,-0.415692243
0.006101063,0.006111964,0.005809301,0.392260362,0.468377958,-1.645112743,-1.572245416,-1.794997567,-0.000124663
0.006297599,0.006007356,0.006042806,1.894910425,0.101689536,0.320711716,-2.374920673,-2.628873471,0.081057543
0.006070381,0.005957781,0.005830939,1.489865842,0.835968503,0.099360861,-1.279756015,-1.097147094,-0.746621066
0.005595455,0.005459297,0.005422338,-0.47936463,-0.938841641,-1.063560807,-1.24897254,-1.013819672,-0.768579038
0.004114055,0.004239505,0.004148264,-0.884780902,0.040104564,-0.632576586,0.066479452,0.565029383,-0.047444654
26.72361058,22.98485281,24.63447361,1.108016011,0.394904015,0.709544452,0.663557367,1.403941983,-0.897877543
8.920440134,7.347996793,8.139203783,-0.272062202,-0.985260414,-0.626400164,1.193433375,2.232541003,-0.708158134
